id,conversation_id,source_tweet_id,customer_message,raw_text,timestamp,sampling_bucket,writing_style,gold_intent,gold_decision,gold_response_characteristics,notes
gold_0024,815579,815575,"@AmazonHelp I have checked, just annoyed that I'm paying for Prime &amp; my package is late. My order's been out for delivery since 10:30 yesterday morning. https://t.co/AntsGAxO5i","@AmazonHelp I have checked, just annoyed that I'm paying for Prime &amp; my package is late. My order's been out for delivery since 10:30 yesterday morning. https://t.co/AntsGAxO5i",2017-11-08T10:35:46Z,delivery_tracking,long,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0025,2378979,2378977,@AmazonHelp Thank you for extending help. I had made few angry calls too to the customer care after the tweet. I just recieved my package. Hope to never face this again. Thanks.,@AmazonHelp Thank you for extending help. I had made few angry calls too to the customer care after the tweet. I just recieved my package. Hope to never face this again. Thanks.,2017-11-14T04:36:21Z,delivery_tracking,long,delivery_tracking,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0026,2508043,2508041,"@AmazonHelp EVERY shipment using Amzl_us gets lost, or like my latest, left in the mail room on the ground by the garbage instead of handed to our office folks right next to it. They’ve lost like 5 packages of mine now. I just was ups and usps. Your guys can’t figure it out.","@AmazonHelp EVERY shipment using Amzl_us gets lost, or like my latest, left in the mail room on the ground by the garbage instead of handed to our office folks right next to it. They’ve lost like 5 packages of mine now. I just was ups and usps. Your guys can’t figure it out.",2017-11-15T22:12:26Z,delivery_tracking,long,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0027,2611578,2611579,"@AmazonHelp Placed an order for 2 day shipping (prime member) and the items have been ""out for delivery"" in the wrong city for 3 days. Please stop using Intelcom for deliveries.","@AmazonHelp Placed an order for 2 day shipping (prime member) and the items have been ""out for delivery""  in the wrong city for 3 days. Please stop using Intelcom for deliveries.",2017-11-17T11:56:32Z,delivery_tracking,long,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0028,2950706,2950707,"Why is my prime 2 day shipping now saying if I order I can get my stuff on Monday. They want me to pay extra to get it in ""1 day"" on Friday. The fuck am I paying for prime for? Every time I hear how rich Bezos is the worse Amazon gets.","Why is my prime 2 day shipping now saying if I order I can get my stuff on Monday. They want me to pay extra to get it in ""1 day"" on Friday. The fuck am I paying for prime for? Every time I hear how rich Bezos is the worse Amazon gets.",2017-11-29T17:15:49Z,delivery_tracking,long,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0029,174586,174587,"my amazon package is like 10 minutes away, but not out for delivery yet. gimme","my amazon package is like 10 minutes away, but not out for delivery yet. gimme",2017-11-24T23:06:19Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0030,384508,384506,@115850 @115850 said that they will credit upto Rs100 as shipping charge. I couriered it which costs ₹150 Now I'm at &amp; 50 loss and without battery,"@115850 @115850 said that they will credit upto Rs100 as shipping charge. I couriered it which costs ₹150
Now I'm at &amp; 50 loss and without battery",2017-10-09T10:31:13Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0031,916986,916985,@115850 I never requested the delay in the delivery still it is showing 'Delay delivery on customer request'. Tracking #215172826482,@115850 I never requested the delay in the delivery still it is showing 'Delay delivery on customer request'. Tracking #215172826482,2017-10-21T09:35:57Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0032,1218231,1218232,"@amazonhelp received a package at my nonprofit with GIFT noted on the shipping label. No invoice, no idea who from. Can you help us?","@amazonhelp received a package at my nonprofit with GIFT noted on the shipping label. No invoice, no idea who from. Can you help us?",2017-10-25T14:19:32Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0033,1273501,1273500,"@115850 pathetic delivery Experience, product shows delivered ORDER # 405-6299213-5413144, ORDER # 405-8403537-2085969, have not received","@115850 pathetic delivery Experience, product shows delivered ORDER # 405-6299213-5413144, ORDER # 405-8403537-2085969, have not received",2017-10-26T14:54:18Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0034,1279766,1279767,@118919 don't buy anything from Amazon. very poor delivery service,@118919  don't buy anything from Amazon. very poor delivery service,2017-10-26T16:40:59Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0035,1376032,1376028,@AmazonHelp The delivery driver stated that he was unable to access my building. He did not ring my doorbell or call. 1/,@AmazonHelp The delivery driver stated that he was unable to access my building. He did not ring my doorbell or call. 1/,2017-10-28T02:15:13Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0036,2119345,2119346,@AmazonHelp I’m at a loss to track down what has happened to my Xbox 1 x. It’s down as delivered but no one has been here to deliver 😢😢😢,@AmazonHelp I’m at a loss to track down what has happened to my Xbox 1 x. It’s down as delivered but no one has been here to deliver 😢😢😢,2017-11-08T14:23:59Z,delivery_tracking,medium,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0037,130827,130827,@AmazonHelp Order delivered. No worries.,@AmazonHelp Order delivered. No worries.,2017-11-24T06:58:26Z,delivery_tracking,short,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0038,259907,259908,@115821 where my package fam???,@115821 where my package fam???,2017-10-05T20:44:14Z,delivery_tracking,short,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0039,379157,379148,@AmazonHelp Tracking ID is 919110148086,@AmazonHelp Tracking ID is 919110148086,2017-10-09T06:27:05Z,delivery_tracking,short,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0040,697911,226167,@115850 Very bad delivery service,@115850 Very bad delivery service,2017-10-05T05:53:52Z,delivery_tracking,short,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0041,935840,935841,@116618 My pizza was never delivered,@116618 My pizza was never delivered,2017-10-21T17:50:19Z,delivery_tracking,short,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0042,2151101,2151101,@AmazonHelp Two :) both Amazon Shipping,@AmazonHelp Two :) both Amazon Shipping,2017-10-19T10:18:24Z,delivery_tracking,short,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0043,2766992,2766989,@AmazonHelp Will look later. Thanks 👍,@AmazonHelp Will look later. Thanks 👍,2017-11-21T12:15:55Z,delivery_tracking,short,delivery_tracking,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0044,454540,454538,Does anyone know how to change Amazon Echo's language to English Canada?It only gives me English US and English UK and it deleted all my skills until I change it to Canada! ARGH #iot #smarthome #tech #amazonecho @AmazonHelp https://t.co/qlUXG84pMU,Does anyone know how to change Amazon Echo's language to English Canada?It only gives me English US and English UK and it deleted all my skills until I change it to Canada! ARGH #iot #smarthome #tech #amazonecho @AmazonHelp https://t.co/qlUXG84pMU,2017-11-30T23:20:35Z,feedback_or_other,long,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0045,1611869,1611868,"Recd. just 2 books in the below packaging.. sincere request to @115821 while I’m an admiring patron, pl stop over packaging. #EcoPackging pl https://t.co/FuY8yvAeXM","Recd. just 2 books in the below packaging.. sincere request to @115821 while I’m an admiring patron, pl stop over packaging. #EcoPackging pl https://t.co/FuY8yvAeXM",2017-11-05T11:39:08Z,feedback_or_other,long,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0046,2292194,2292192,@AmazonHelp Nein. Ganz im Gegenteil! Sie ist die Fussballverrückte hier im Haushalt Bei MIR müsst ihr euch entschuldigen. Aber was bin ich auch so doof und zeig es ihr 🤔,"@AmazonHelp Nein. Ganz im Gegenteil! Sie ist die Fussballverrückte hier im Haushalt 

Bei MIR müsst ihr euch entschuldigen. 

Aber was bin ich auch so doof und zeig es ihr 🤔",2017-11-26T16:16:00Z,feedback_or_other,long,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0047,2447472,2364669,"@115821 Teach you GD drivers to stop being impatient and wait for others who were committed to making corner. JerkOff went up on curb and kept pressing man to back up, which he had to do. UR truck shouldn't have even been in this parking lot! https://t.co/5QwhSaxDLq","@115821 Teach you GD drivers to stop being impatient and wait for others who were committed to making corner. JerkOff went up on curb and kept pressing man to back up, which he had to do. UR truck shouldn't have even been in this parking lot! https://t.co/5QwhSaxDLq",2017-11-13T21:42:30Z,feedback_or_other,long,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0048,2509314,2509314,"@AmazonHelp You'll hear from me if it doesn't go out tonight. Like I said: it wouldn't be the first time this year, and this one is far more urgent than the first one you botched.","@AmazonHelp You'll hear from me if it doesn't go out tonight. Like I said: it wouldn't be the first time this year, and this one is far more urgent than the first one you botched.",2017-11-15T22:20:01Z,feedback_or_other,long,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0049,2828759,2828747,@AmazonHelp @787781 J’apelle sur ce votre service client qui me dit qu’ils repasseront demain et qu’il faut que je sois “patiente” : je serais encore au bureau !,@AmazonHelp @787781 J’apelle sur ce votre service client qui me dit qu’ils repasseront demain et qu’il faut que je sois “patiente” : je serais encore au bureau !,2017-11-27T12:18:00Z,feedback_or_other,long,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0050,2927694,2927692,@AmazonHelp SH - I'll DM you what I'm working on and will have to continue tomorrow since my poor little puppy just tried to jump on my lap as I've ignored them over this all night - fell and hit his head hard .... I'm holding him now praying he'd okay - and off for the night ...,@AmazonHelp SH - I'll DM you what I'm working on and will have to continue tomorrow since my poor little puppy just tried to jump on my lap as I've ignored them over this all night - fell and hit his head hard .... I'm holding him now praying he'd okay - and off for the night ...,2017-11-29T06:05:09Z,feedback_or_other,long,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0051,599060,599061,"Hey, @115821... COME ON. #stainlesssteal #copyediting https://t.co/uh9cVteyD5","Hey, @115821... COME ON. #stainlesssteal #copyediting https://t.co/uh9cVteyD5",2017-12-03T19:55:36Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0052,759763,759764,@AmazonHelp @116316 Wann wird es möglich sein auch über die Amazon Music PC App die Bundesliga zu hören? Bisher am PC nur über Website.,@AmazonHelp @116316 Wann wird es möglich sein auch über die Amazon Music PC App die Bundesliga zu hören? Bisher am PC nur über Website.,2017-10-11T19:37:06Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0053,1044219,1044220,"@AmazonHelp Acabo de abrirlo, por suerte no excepto una pequeña rotura en esa parte afectada.","@AmazonHelp Acabo de abrirlo, por suerte no excepto una pequeña rotura en esa parte afectada.",2017-10-23T09:47:19Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0054,1407697,1407698,@AmazonHelp Mon colis sera déposé dans un point de relais si je ne suis pas dispo ?,@AmazonHelp Mon colis sera déposé dans un point de relais si je ne suis pas dispo ?,2017-10-16T16:54:03Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0055,1954754,1954754,@AmazonHelp Still haven’t received an answer to my DM...,@AmazonHelp Still haven’t received an answer to my DM...,2017-10-30T19:52:09Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0056,2460034,2460035,@115851 @115850 As a consumer I believe that the UI of Flipkart is better than Amazon in India. I hope it gets better with the fresh investment.,@115851 @115850 As a consumer I believe that the UI of Flipkart is better than Amazon in India. I hope it gets better with the fresh investment.,2017-11-15T06:24:20Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0057,2560187,2560188,@115850 Why Don't You Guys Give No Cost EMI or Even Simple EMI on Amazon Pay 🤔🤔,@115850 Why Don't You Guys Give No Cost EMI or Even Simple EMI on Amazon Pay 🤔🤔,2017-11-16T17:26:53Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0058,2728962,2728962,@AmazonHelp Yes i have been talking with you and UPS since Thursday.,@AmazonHelp Yes i have been talking with you and UPS since Thursday.,2017-11-20T14:48:30Z,feedback_or_other,medium,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0059,674331,674331,@AmazonHelp Thanks!,@AmazonHelp Thanks!,2017-11-23T10:27:20Z,feedback_or_other,short,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0060,1266366,1266367,@129773 yo where is Mr Robot episode 3?,@129773 yo where is Mr Robot episode 3?,2017-10-26T12:56:13Z,feedback_or_other,short,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0061,1956140,1956137,@AmazonHelp Have done that,@AmazonHelp Have done that,2017-10-19T09:12:02Z,feedback_or_other,short,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0062,2176688,2176685,@AmazonHelp Ok I am waiting,@AmazonHelp Ok I am waiting,2017-11-09T15:14:33Z,feedback_or_other,short,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0063,2385252,2385253,アマゾンの注文が勝手にキャンセルされてたんだけど。。。,アマゾンの注文が勝手にキャンセルされてたんだけど。。。,2017-10-20T08:58:33Z,feedback_or_other,short,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0064,2410443,2410439,@AmazonHelp non c livraison normal,@AmazonHelp non c livraison normal,2017-11-14T17:06:41Z,feedback_or_other,short,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0065,2437741,2437734,@AmazonHelp Useless,@AmazonHelp Useless,2017-10-29T16:01:10Z,feedback_or_other,short,feedback_or_other,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0066,445626,445627,Never had a problem with @115830 in my life but woke up to the news that they just double charged me for my order isn't great. Then called their customer service and the guy is trying to say its a service charge? Nu uh honey!,Never had a problem with @115830 in my life but woke up to the news that they just double charged me for my order isn't great. Then called their customer service and the guy is trying to say its a service charge? Nu uh honey!,2017-11-22T09:54:52Z,order_issue,long,order_issue,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0067,465737,465737,"@AmazonHelp I placed an order on Black Friday, got an unexplained refund today with no notification from anyone on your end, have to place my order and now have to almost argue with your customer service rep to honor the prices that you screwed me out of","@AmazonHelp I placed an order on Black Friday, got an unexplained refund today with no notification from anyone on your end, have to place my order and now have to almost argue with your customer service rep to honor the prices that you screwed me out of",2017-12-01T04:57:59Z,order_issue,long,order_issue,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0068,557049,557049,"@AmazonHelp it was going to be dispatched on Monday and arriving Tuesday but it was updated to 12th December. It’s not amazons fault about the delay as the email we had stated it is Elgato who have delayed it. First time I ordered it, it was cancelled. Preordered for 5th now coming 12","@AmazonHelp it was going to be dispatched on Monday and arriving Tuesday but it was updated to 12th December. It’s not amazons fault about the delay as the email we had stated it is Elgato who have delayed it. First time I ordered it, it was cancelled. Preordered for 5th now coming 12",2017-12-02T21:25:46Z,order_issue,long,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0069,1824733,1824734,"Io com le ho provate tutte,cancellare e poi reinstallare l’app aggiornare sia app che il sistema ma continua a darmi questo errore @115821 https://t.co/dsG1Tso9l8","Io com le ho provate tutte,cancellare e poi reinstallare l’app aggiornare sia app che il sistema ma continua a darmi questo errore @115821 https://t.co/dsG1Tso9l8",2017-10-18T02:41:05Z,order_issue,long,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0070,2102709,2102708,@115850 take the request of return and return my money. its really Very Disgusting . I don't have so much time to write you again and again. Order # 405-3756982-7065138,"@115850 take the request of return and return my money. its really Very Disgusting . I don't have so much time to write you again and again.
Order # 
                     405-3756982-7065138",2017-11-08T11:13:09Z,order_issue,long,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0071,2403841,2403830,@AmazonHelp I don't have any problem I shared order number with you my number is 9680440000 and the product is different than shown in picture and its bearing cover is loose and its not spinning properly and if a spinner is not spinning I this its defective,@AmazonHelp I don't have any problem I shared order number with you my number is 9680440000 and the product is different than shown in picture and its bearing cover is loose and its not spinning properly and if a spinner is not spinning I this its defective,2017-11-14T15:16:35Z,order_issue,long,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0072,2451666,2451665,@AmazonHelp 1st seller canceled my order (#403-6530449-1524369) &amp; then sent the wrong-defected product &amp; got the money. I feel cheated.. https://t.co/ztFp5vdaEz,@AmazonHelp 1st seller canceled my order (#403-6530449-1524369) &amp; then sent the wrong-defected product &amp; got the money. I feel cheated.. https://t.co/ztFp5vdaEz,2017-10-29T17:30:45Z,order_issue,long,order_issue,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0073,266037,266036,"@AmazonHelp 3/3 order were cancelled and reason given was address undeliverable, but same address is deliverable by other e-commerce giants.","@AmazonHelp 3/3 order were cancelled and reason given was address undeliverable, but same address is deliverable by other e-commerce giants.",2017-10-05T23:09:04Z,order_issue,medium,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0074,786523,742478,@115850 Hi! Please get in touch urgently for Order #171-1942858-8681913. Thank you!,@115850 Hi! Please get in touch urgently for Order #171-1942858-8681913. Thank you!,2017-10-11T15:01:57Z,order_issue,medium,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0075,1373824,1373820,@AmazonHelp Shipped by amazon order # 113-7771598-5646659,@AmazonHelp Shipped by amazon order # 113-7771598-5646659,2017-10-16T15:25:21Z,order_issue,medium,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0076,1380872,1380871,A payment into @115823 was cancelled by @115850 quoting reversal by the bank. Rather wierd.,A payment into @115823 was cancelled by @115850 quoting reversal by the bank. Rather wierd.,2017-10-28T05:33:36Z,order_issue,medium,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0077,1386175,1386176,When you order sage tablets for menopause symptoms and receive ovulation tests instead @AmazonHelp someone is having a laugh!!,When you order sage tablets for menopause symptoms and receive ovulation tests instead @AmazonHelp someone is having a laugh!!,2017-10-28T09:25:02Z,order_issue,medium,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0078,1482324,1482325,Hey @115850 @115821 @115851 :There is s bug in amazon which leads to sharing order details of some to other users. Connect for details.,Hey @115850 @115821 @115851 :There is s bug in amazon which leads to sharing order details of some to other users. Connect for details.,2017-11-03T02:06:46Z,order_issue,medium,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0079,2249806,2249804,@AmazonHelp I placed the order on 27th June. I was told that I will get the cashback 3 months after the purchase. It's Oct and still no cashback refund,@AmazonHelp I placed the order on 27th June. I was told that I will get the cashback 3 months after the purchase. It's Oct and still no cashback refund,2017-10-20T03:23:19Z,order_issue,medium,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0080,124816,124800,@AmazonHelp To order again!,@AmazonHelp To order again!,2017-11-24T13:59:39Z,order_issue,short,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
