conversation_id,customer_tweet_id,customer_message,company_tweet_id,company_response,timestamp,brand
1002923,1002921,"@AmazonHelp It was because I bought a UK Kindle book. It reset everything I had linked to my Echos, absolutely EVERYTHING. Sorted it now.",1002923,@219466 I'm glad to hear it's sorted! Please let us know if you have any further questions or concerns. We're always here to help. ^HC,2017-10-22T15:33:35Z,AmazonHelp
1003644,1003643,@115850 I am not able to trace cancelling option for my order. Please help as the delivery time mentioned is too long,1003644,"@357556 If the order is in advance shipping phase, you'll be unable to cancel it. [1/2] ^HA",2017-10-22T15:20:56Z,AmazonHelp
1003644,1003643,@115850 I am not able to trace cancelling option for my order. Please help as the delivery time mentioned is too long,1003642,@357556 Please contact us here: https://t.co/vlvfJr4nN9 for alternatives. [2/2] ^HA,2017-10-22T15:21:29Z,AmazonHelp
1003708,1003687,"@115850 order was placed on 10th oct,expected delivery was 11th oct,but is was not delivered on 11th and till now it is not delivered.",1003688,"@357567 I'm sorry for the inconvenience in delivering this order, have you reported this to our support team1/2^MJ",2017-10-14T13:02:33Z,AmazonHelp
1003708,1003687,"@115850 order was placed on 10th oct,expected delivery was 11th oct,but is was not delivered on 11th and till now it is not delivered.",1003686,@357567 here: https://t.co/vlvfJr4nN9? We'll take necessary actions to make things right. 2/2 ^MJ,2017-10-14T13:03:31Z,AmazonHelp
1003708,1003706,@AmazonHelp Nobody from your support team gives right information.yesterday your team changed my address and told me that it will be delivered today,1003708,@357567 Sorry for the confusion with the delivery of the order. I'd like to help you. ^AK (1/2),2017-10-14T13:16:30Z,AmazonHelp
1003708,1003706,@AmazonHelp Nobody from your support team gives right information.yesterday your team changed my address and told me that it will be delivered today,1003707,@357567 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2),2017-10-14T13:17:00Z,AmazonHelp
1003711,1003712,"@115850 Tracking #511355783673 Inspite of Address, package not delivered to me. Asking to contact amazon. Now to contact links found",1003711,"@357323 Also, please don't provide the order details, as we consider it personal information. ^HT",2017-10-14T13:01:11Z,AmazonHelp
1004359,1004362,is there a way to read @117634 books from the terminal?,1004361,@357719 Hello Donald! Are you having problems reading e-books from your device? ^JZ,2017-10-22T15:35:32Z,AmazonHelp
1004359,1004360,@AmazonHelp nope. just would like be able to read in a terminal too!,1004359,@357719 Hmm. Are you receiving some sort of error while trying to read in the terminal? What specific issues are you running into? ^JZ,2017-10-22T15:44:29Z,AmazonHelp
1004383,1004384,@115821 @115850 Why not a international warranty for Amazon Kindle? Sounds good enough! Ain't it?,1004383,@357723 That for sure is a great feedback! I'll forward this to the team concerned for review. ^HD,2017-10-22T15:41:27Z,AmazonHelp
1004573,1004576,@115821 Really need your delivery drivers to AT LEAST knock on the door when dropping off packages. 😒,1004575,@357774 Sorry to hear about this. Who was the carrier of your order? You can find the carrier info on your order here: https://t.co/Y5jpI9gRhE. ^MI,2017-11-25T15:42:54Z,AmazonHelp
1004573,1004574,@AmazonHelp “Shipped with AMZL US”,1004573,@357774 Thank you for the information! I'd like a member of my team to look into this for you! Please let us know more here: https://t.co/IxWQUraFOv ^AD,2017-11-25T17:20:00Z,AmazonHelp
1004592,1004591,Lost my Amazon Firestick remote so I downloaded the iPhone app and now 3 songs are playing at the same time and I can't make it stop @115821 send help,1004592,@357779 We're here to help! Is the music playing through your phone or TV? Try turning the device off and turning it back on. Let us know if this fixes the issue! ^NM,2017-11-25T17:14:09Z,AmazonHelp
1004592,1004591,Lost my Amazon Firestick remote so I downloaded the iPhone app and now 3 songs are playing at the same time and I can't make it stop @115821 send help,1004590,@357779 Oh no!!! We're here to save the day... and your ear drums! Please reach us via phone or chat here: https://t.co/hApLpMlfHN. ^AX,2017-11-25T17:17:28Z,AmazonHelp
1004676,1004677,@115830 have a word with your couriers. Leave packages of significant value by my front door where anyone walking past could see and help themselves. The delivery report lies and says they delivered to me. https://t.co/hvV9ql1DAk,1004675,@357796 Oh no! I'm sorry for the poor delivery experience. We would like to look into this in real time with you. Please reach out to us here: https://t.co/JzP7hlA23B. ^AL,2017-11-25T17:01:01Z,AmazonHelp
1005052,1005050,'We've left it in your safe place' &gt;left plain sight in front of the door &gt;people were home. They didn't knock. Thank @115830 https://t.co/Z0pMSg9sts,1005046,"@357884 Truly sorry, this isn't what we expect! Have you had the chance to reach us via phone/chat to leave courier feedback? ^JE",2017-10-14T13:27:00Z,AmazonHelp
1005052,1005048,"@AmazonHelp It's ok, I think I'll leave it. Im just glad I made it back when I did 😩only bad experience I've had. Is there a way to set a safe place on-",1005051,@357884 It should work just the same as any other regular order. Setting your safe place like this: https://t.co/vxwxCSEZbe ^JZ,2017-10-15T14:10:00Z,AmazonHelp
1005052,1005049,@AmazonHelp Pre-orders? I have a default place. But it wasn't on the packaging so I think he guessed. I have a really important thing on the way 🙁,1005052,"@357884 Please reach us directly, so we can ensure your 'safe place' settings are correct: https://t.co/JzP7hlA23B ^NC",2017-10-15T14:10:32Z,AmazonHelp
1005056,1005057,"@115821 @AmazonHelp Someone has used my card in US for $10.99. I am not aware of this, @115850 is saying that it belong to us",1005056,"@357886 Hey Vishal, check out - //www.amazon.com/gp/subs/primeclub/account/homepage.html It sounds like a monthly Prime charge. ^TP",2017-10-14T13:26:28Z,AmazonHelp
1005078,1005072,"Dear @115850, you informed that my Order (#406-5332042-8261916) will be delivered today. Yet to receive a single call? What's happening?",1005074,"@357889 I'm sorry for the confusion with your order delivery, did you have a word with our support team 1/2 ^MJ",2017-10-14T13:24:00Z,AmazonHelp
1005078,1005072,"Dear @115850, you informed that my Order (#406-5332042-8261916) will be delivered today. Yet to receive a single call? What's happening?",1005073,@357889 here: https://t.co/vlvfJr4nN9? We'll be glad to check this for you. 2/2 ^MJ,2017-10-14T13:24:26Z,AmazonHelp
1005078,1005072,"Dear @115850, you informed that my Order (#406-5332042-8261916) will be delivered today. Yet to receive a single call? What's happening?",1005071,"@357889 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ",2017-10-14T13:25:00Z,AmazonHelp
1005078,1005077,"@AmazonHelp I spoke to your executive on the helpline 3 hours back &amp; they assured delivery guys will call. Its 7:30pm, I'm still waiting for a call!",1005078,"@357889 I'm sorry to know this, Indrajit. Kindly fill this form: https://t.co/GIJyeYqKE0 and we will connect with you shortly. ^MP",2017-10-14T14:38:55Z,AmazonHelp
1005120,1005121,No dai ma adesso #Amazon consegna anche la domenica? Non ci credo! Adesso compro qualcosa solo per provare se è vero! https://t.co/kn7eam4gPW,1005119,@357897 Ti suggerisco di verificare la data di consegna che ti viene indicata in fase d'ordine dopo aver selezionato il tuo indirizzo. ^MZ,2017-10-14T13:21:00Z,AmazonHelp
1006007,1006008,No podría estar mas contento con @116875 https://t.co/Y3afZCihtY,1006007,"@358099 ¡Qué emoción! 😊 Cuéntanos, ¿qué compraste? 🙈 ^JQ",2017-10-22T19:41:42Z,AmazonHelp
1006045,1006048,How is @115821 gonna delivered my box to a house that is for sale aka vacant? The for sale sign is right beside the driveway how did you miss that lol,1006047,"@358107 Sorry for your delivery experience, Kori! Who was the carrier for the delivery? You can check here: https://t.co/Y5jpI9gRhE ^JZ",2017-10-22T18:56:29Z,AmazonHelp
1006045,1006046,@AmazonHelp It was usps,1006045,@358107 That isn't the kind of experience we want you to have! We'd like to gather your carrier feedback here: https://t.co/hApLpMlfHN ^TG,2017-10-22T19:36:32Z,AmazonHelp
1006591,1006592,@115830 @AmazonHelp Hello! Where can I find the latest news on new movies and tv series added? Please,1006591,@142154 Hello there! You can browse recently added titles here: https://t.co/ri3QAJz0Gk ^JE,2017-10-14T13:41:00Z,AmazonHelp
1006600,1006601,"@AmazonHelp I am being charged twice for the same book rental,what do i need to do to fix this?",1006600,"@238165 Apologies - is this for a Textbook Rental ? If so, please check here: https://t.co/vjvwjGhGa8 ^TD",2017-10-14T13:39:01Z,AmazonHelp
1006609,1006610,Finalmente OGGI sono riuscita ad avere il mio pacco @120540. E meno male che era Prime! 😈 https://t.co/cEWGyqhuW6,1006608,@300932 Ci dispiace. Il nostro Servizio Clienti resta a tua completa disposizione. ^ZC,2017-10-14T13:39:00Z,AmazonHelp
1006626,1006625,@115850 72 hours and still no reply as to why u deduct shipping charges from people who pay in advance and not from COD orders!!!Cheaters,1006623,"@297351 If the total value of items Fulfilled by Amazon in the order is Rs. 599 or more, there are no delivery charges. (2/2) ^JS",2017-10-14T13:34:29Z,AmazonHelp
1006626,1006625,@115850 72 hours and still no reply as to why u deduct shipping charges from people who pay in advance and not from COD orders!!!Cheaters,1006626,@297351 We do deduct shipping charges even for COD orders. (1/2) ^JS,2017-10-14T13:34:29Z,AmazonHelp
1007018,1007015,@AmazonHelp I recommend to never buy from Amazon they sell Pure Duplicate Product.,1007013,"@171648 Apologies for the experience, Morphie. Please reach us from the link shared for us to assist you better. ^SV",2017-10-22T19:56:53Z,AmazonHelp
1007018,1007014,@AmazonHelp Amazon Refund my Curior charge for a 1KG item 100.let me know which Curior brought 1Kg item in 100rs?.,1007016,"@171648 I get your concern, Morphine. Could you please confirm, if you've reached us from the link shared? ^SV",2017-10-22T20:02:57Z,AmazonHelp
1007018,1007017,@AmazonHelp Where is the link ?,1007018,@171648 I’d like to help you; please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^VR,2017-10-22T20:09:00Z,AmazonHelp
1007026,1007023,@AmazonHelp my package was meant to be here 5 days ago not heard nothing from you as well shocking customer service,1007021,@358301 I'm sorry for the wait! What order status and delivery date(s) are you currently seeing here: https://t.co/aaDyEz1VgE? ^JF,2017-10-22T19:55:00Z,AmazonHelp
1007026,1007022,@AmazonHelp Just that it should be here bye the 17th,1007024,"@358301 We'd like to review the order and any available options with you directly, please reach us here: https://t.co/JzP7hlA23B ^AN",2017-10-22T20:09:01Z,AmazonHelp
1007026,1007025,@AmazonHelp Done it let’s see we’re we go from here then,1007026,@358301 Thank you. Please let us know if you need anything else. ^ST,2017-10-22T21:06:00Z,AmazonHelp
1007766,1007767,@115821 so disappointed in ya'll.,1007766,"@358474 This isn't what we want to hear! Without personal/acct info, please tell us about what has happened? We'd like to help! ^JE",2017-10-22T20:03:52Z,AmazonHelp
1007833,1007834,Amazonプライム会員なんて登録した覚えないのに請求きてるよ！！なんでよ！！3900えん。。返金してほしいよ〜😢,1007833,@358488 無料体験を利用されたことはありませんか？申し込み時にご案内しているように、設定を変更しない場合、期間終了後に本会員へ移行します。年会費請求後にに特典のご利用がなければ、キャンセル手続き後に返金いたします。 https://t.co/JrKFIybs6n RI,2017-10-12T09:54:32Z,AmazonHelp
1008948,1008947,@115821 I wasn't available at the time of delivery..when I'll get again my order.. https://t.co/2nouo5ZaVD,1008948,@358746 Please reach out our support team here:https://t.co/vlvfJr4nN9 and we’ll be glad to help you. 1/2 ^NK,2017-10-14T14:03:00Z,AmazonHelp
1008948,1008947,@115821 I wasn't available at the time of delivery..when I'll get again my order.. https://t.co/2nouo5ZaVD,1008946,"@358746 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK",2017-10-14T14:03:29Z,AmazonHelp
1008949,1008950,"@115850 your laptop section is worst.. not describe any product in detail their is no information of battery size,display resolution.",1008949,"@199842 I get your concern, Sandy. I've noted your comments and will be sure to forward this as a feedback internally. ^MP",2017-10-14T14:03:00Z,AmazonHelp
1010015,1010016,"@115850 Request you to kindly improve your return policy , it was too headache for returning an defective Iphone 8 Plus",1010015,"@195056 I get your concern, Bunty. I'll be sure to share your comments as feedback with internal teams for review. ^SV",2017-10-22T20:51:29Z,AmazonHelp
1011490,1011484,@AmazonHelp I’m returning an ironing board that is damaged. States to return in original packaging - this was just wrapped in cellophane 1/2,1011482,@253838 I'm sorry your item came damaged! To clarify was the ironing board sold by Amazon or seller: https://t.co/aaDyEz1VgE ^AR,2017-10-22T21:22:28Z,AmazonHelp
1011490,1011483,@AmazonHelp Amazon.,1011485,@253838 Thank you for clarifying. Please wrap as best you can when returning. Were you provided with return instructions? ^TP,2017-10-23T06:43:00Z,AmazonHelp
1011490,1011487,@AmazonHelp I’ve got a label &amp; told to rewrap in original packaging which is impossible. Post office will not take it back as it’s loose &amp; uncovered.,1011488,@253838 No worries! Try https://t.co/vYT340gwNr Hope this helps. ^LL,2017-10-23T15:56:00Z,AmazonHelp
1011490,1011489,@AmazonHelp 2/2 which I can’t do as I don’t know how to package it or with what.,1011491,@253838 I understand your concern. Give us a shout here: https://t.co/JzP7hlA23B. We'll discuss in real-time any options available! ^SK,2017-10-23T18:09:33Z,AmazonHelp
1011497,1011498,"@AmazonHelp @AmazonHelp Anyway, filled in form. Thanks.",1011497,@328640 Thank you. We will be in touch shortly. ^ST,2017-10-22T21:17:20Z,AmazonHelp
1011501,1011502,@115821 my wife’s account has been compromised and we have called multiple times to get help with it and not been able to get it back.,1011501,"@120784 I'm sorry for the trouble with your account! When you contacted us, did we mention escalating this to an Account Specialists? ^BH",2017-10-22T21:15:58Z,AmazonHelp
1012309,1012308,"Dear @115821, If you send me a notice of a delivery attempt, it would be nice if you actually attempted said delivery.",1012306,@359532 I'm sorry you haven't received the order! Which carrier was delivering? You can check here: https://t.co/Y5jpI9gRhE ^BH,2017-10-22T17:59:38Z,AmazonHelp
1012309,1012307,@AmazonHelp USPS. Already spoke with your and their customer service and nothing can be done or any info provided. Hoping for tomorrow.,1012309,@359532 Please keep us updated on its arrival! ^ZW,2017-10-22T18:30:00Z,AmazonHelp
1012876,1012877,Um @115821 says they delivered my package to the front desk/receptionist. I don't have a front desk/receptionist....hmmm,1012876,"@359677 I am very sorry for the troubles, Kriystin! Have you tried these steps: https://t.co/Y4hwXoNXVw to locate the delivery? ^FR",2017-10-14T14:52:33Z,AmazonHelp
1012910,1012909,@120533 qui me renvoi un exemplaire neuf de mon jeu au Steelbook destroy en moins de 24H 💪😘 https://t.co/j83RqR8CNL,1012907,"@142682 SUPER 🙃 😍 ! Alors, on est en train de passer un bon weekend? ^SA",2017-10-14T14:50:24Z,AmazonHelp
1012910,1012908,@AmazonHelp Excellent même ! Merci et bon weekend également 😘,1012910,@142682 Merci &lt;3 ^AR,2017-10-14T15:22:26Z,AmazonHelp
1012927,1012926,@AmazonHelp Order #405-3523027-0270732.Not getting delivered due to wrongdoings of delivery person.Escalated.Still no delivery!,1012925,@359689 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2)^CB,2017-10-14T14:48:30Z,AmazonHelp
1012927,1012926,@AmazonHelp Order #405-3523027-0270732.Not getting delivered due to wrongdoings of delivery person.Escalated.Still no delivery!,1012927,@359689 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly(1/2) ^CB,2017-10-14T14:48:30Z,AmazonHelp
1014313,1014312,24 hours No delivery No response Customer care redundant Courier irresponsible Good going @115850 #AmazonHaiTaiyyar #DeliveringSmiles,1014310,"@329198 Kindly drop in the details through the secured link provided earlier, so that we will be able to assist you. ^JS",2017-10-14T15:00:01Z,AmazonHelp
1014313,1014311,@AmazonHelp I have shared my issues several times in d feed back link provided by you. No one has responded. Called customer care so many times.,1014313,"@329198 As you've shared your details, we'll work on it and get back to you. ^HN",2017-10-14T15:31:19Z,AmazonHelp
1014695,1014696,El mejor anuncio de @116928 que he visto en mi vida. https://t.co/G1lRmtMATu,1014694,@360101 Hola Kelpiie. Lamentamos lo sucedido. ¿podrías compartirnos el enlace del artículo? ^HC,2017-10-22T18:59:00Z,AmazonHelp
1014810,1014811,Joke's on you @117093. Every time you deliver leaky milk jugs you get week-old smelly bags in return. 3 weeks straight. What gives?,1014810,"@360106 I'm sorry for the continued trouble, Brian! Have you been able to report this to us via phone/chat: https://t.co/hApLpMlfHN? ^CS",2017-10-22T18:53:30Z,AmazonHelp
1014816,1014819,Last week @115821 left a frozen pizza on my door step with out knocking. Today undershirts required someone to answer the door. #FAIL,1014818,"@360108 Oh no! I am so sorry, Tim! Who was the carrier for those packages? You can find out here: https://t.co/Y5jpI9gRhE ^CN",2017-10-22T18:35:40Z,AmazonHelp
1014816,1014817,@AmazonHelp They were prime now orders.,1014815,"@360108 Okay, gotcha! Thanks for the information, please contact us through the Prime Now app to report this. ^SA",2017-10-22T18:52:00Z,AmazonHelp
1014821,1014822,@AmazonHelp waited in for my amazon prime order all day and hasn't arrived yet? It says it would be delivered by 6pm. Help.,1014820,"@360109 I'm sorry for the wait. We deliver until 21:00 daily, 22:00 if Amazon Logistics is your courier. Let us know if not received ^AN",2017-10-22T18:50:26Z,AmazonHelp
1014849,1014852,"Hi @AmazonHelp -my kindle works when on charge but when taken off battery life is less than a day, even though I’m not using it. Any ideas? https://t.co/aGgVUslRLj",1014851,"@360113 That's really odd, Florence. Try some troubleshooting steps here: https://t.co/PCJgj11DgI Let us know if it helps! ^SK",2017-10-18T22:39:39Z,AmazonHelp
1014849,1014850,@AmazonHelp I’ve tried all of these but problem still occurring 🙁 device was fine until last week when suddenly won’t hold charge. V frustrating,1014849,@360113 Please phone or chat with us so we can look into this with you: https://t.co/JzP7hlA23B ^AN,2017-10-22T18:49:00Z,AmazonHelp
1015585,1015583,@AmazonHelp Just opened the box with a photo frame I ordered in it to find the glass all smashed HELP!!,1015581,@360292 I'm sorry your order arrived damaged! We'd like to look into available options with you here: https://t.co/JzP7hlA23B ^VS,2017-10-14T15:28:32Z,AmazonHelp
1015585,1015582,@AmazonHelp Thank you for your help. Guessing I am still able to return item even though I have open the box seen as item is damaged?,1015584,"@360292 When speaking with us, ask about the return process for this particular issue. Keep us posted on this! ^FR",2017-10-14T15:45:35Z,AmazonHelp
1015594,1015596,Comprei um livro quinta na @117086 e ele já chegou. Pensa se não estou ansiosa de começar a ler?,1015595,@360293 Vai !! Corre !! O que você está aguardando para ler ele🏃‍📚💕? ^MB,2017-10-14T15:22:26Z,AmazonHelp
1015594,1015591,"@AmazonHelp Terminar outro! Kkkkk mas fora isso, estou doida para começar a ler o novo! ❤❤❤",1015589,"@360293 Muita ansiedade mesmo, né? Qual livro você está lendo agora? 🙊 ^LG",2017-10-14T15:27:28Z,AmazonHelp
1015594,1015590,@AmazonHelp Siim! Estou lendo o mundo de Sofia!,1015592,@360293 Interessante ! O que está gostando mais dele? Você recomendaría para a gente? ^MB,2017-10-14T15:34:08Z,AmazonHelp
1015594,1015593,"@AmazonHelp Acho que os pensamentos e a história em si é bem interessante! Claro, recomendo sim! :D",1015594,"@360293 Vamos procurar esse livro, então 😉 E aí, qual história você recebeu hoje? ^LG",2017-10-14T15:40:28Z,AmazonHelp
1015633,1015634,"@360300 @115821 I've no idea why I joined Prime, the Amazon couriers are utterly useless, rarely get anything on time",1015632,"@360299 Sorry for the trouble, Mark! Have we missed the given delivery date in your order confirmation? ^VB",2017-10-22T19:07:55Z,AmazonHelp
1015641,1015642,@115850 Since last 2 days my order shows out for delivery but no 1 has attempted delivery yet. Strangely hv been receiving these SMS's https://t.co/AV5JWBS3Ym,1015641,@360301 Sorry for the delay in delivery of your order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^SQ,2017-10-22T19:04:29Z,AmazonHelp
1015667,1015668,@115850 30+ mins to update Amazon Pay balance after recharge is very low tech when other wallets are able to do it real-time,1015667,@360306 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,2017-10-14T15:20:07Z,AmazonHelp
1016396,1016397,"@AmazonHelp you have issued me a refund for a mariah vinyl I ordered which arrived in pieces, are you seriously expecting me to send it back",1016394,"@348723 Looks like we may have overlooked something, Deane! Please give us another chance and reach out here: https://t.co/JzP7hlA23B ^CN",2017-10-22T19:27:31Z,AmazonHelp
1016700,1016699,"@119625 well everything is going good in your app while streaming, but when I close the app and resume it then the audio is ok...",1016700,"@360553 Thank you for flagging this, Krishna, we'll get this reviewed by the concerned team. ^MP",2017-10-14T15:38:32Z,AmazonHelp
1016700,1016698,@119625 Here's a proof of it. I am watching the video but this is the last scene but the pointer showing it as first soo https://t.co/0vpLkWEyRf,1016697,"@360553 Thanks for flagging, Krishna. I will forward this feedback of yours to the concerned team and will get it checked. ^NK",2017-10-14T15:40:29Z,AmazonHelp
1016725,1016726,Wow. @115821 Logistics kinda failing on the “logisitics” part. 2x in a row. @115817 @UPSHelp WIN! #amazon #shopping #onlineshopping,1016725,"@360559 I'm sorry to hear this, Marc! Please provide your details here: https://t.co/DcGw5loV69 and a specialist will contact you. ^HC",2017-10-23T01:11:01Z,AmazonHelp
1016731,1016732,"@AmazonHelp Gracias por responder tan rápido, ahora mismo les escribo por privado.",1016731,@360562 Ok😉. Te esperamos. ^MB,2017-10-14T15:39:00Z,AmazonHelp
1016739,1016740,@AmazonHelp Only limit I read was 1 book a month ago how come I managed to download 3 books?,1016739,@132996 You can see all the books you've borrowed and issue returns by managing your content and devices here: https://t.co/2OjIHz3fde ^GM,2017-10-23T01:03:54Z,AmazonHelp
1016796,1016790,What i hv ordered and i got 😡 #pathetic @115821 @115850 #AmazonGreatIndianFestival https://t.co/fdzzRrwiV8,1016788,@360575 I have also shared your feedback with the concerned team for review. [2/2] ^HA,2017-10-14T15:33:00Z,AmazonHelp
1016796,1016790,What i hv ordered and i got 😡 #pathetic @115821 @115850 #AmazonGreatIndianFestival https://t.co/fdzzRrwiV8,1016796,@360575 I'm sorry incorrect product was delivered. You may request a return from here: https://t.co/3yqvLnyTxi. [1/2] ^HA,2017-10-14T15:33:00Z,AmazonHelp
1016796,1016789,@AmazonHelp Your sharing concern doesnt make my diwali 😐 #pathetic,1016791,@360575 This was certainly not intended. Let our support make this right for you. ^CB,2017-10-14T16:06:00Z,AmazonHelp
1016796,1016792,@AmazonHelp Lets see what right things frm u make my diwali #AmazonGreatIndianFestival,1016793,@360575 Please connect with us here: https://t.co/vlvfJr4nN9. ^HA,2017-10-14T16:37:04Z,AmazonHelp
1016796,1016794,@AmazonHelp Still refund amt is not credited 😐 #AmazonGreatIndianFestival,1016795,@360575 I'm sorry for the inconvenience. Please contact our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,2017-10-16T16:24:00Z,AmazonHelp
101762,101760,@115850 please update ur winter collection for men.,101758,@138291 We have lots in store for you. You can check our collection here : https://t.co/AclCMHIFJb. Do stay tuned on our webpage for more additions. ^CB,2017-11-30T17:35:35Z,AmazonHelp
101762,101759,@AmazonHelp Not a great collection when compared to others. Couldn't find anything. That's y i asked for an update to the collection. Specially woolen sweaters.,101761,@138291 I've noted your comments Ashutosh and will be sure to forward this as a feedback internally. ^MP,2017-11-30T18:03:00Z,AmazonHelp
101779,101787,Ey @AmazonHelp wie funktioniert sowas? 😂,101786,"@138295 Du weißt doch das Zauberer Ihre Tricks nicht verraten 😉 Spaß beiseite, melde dich bitte mal bei uns, dann sehen wir nach: https://t.co/ohyvGrpvrY Viele Grüße ^TR",2017-11-29T09:31:50Z,AmazonHelp
101779,101785,"@AmazonHelp ""Aufgrund eines generellen Lieferengpasses auf Herstellerseite kann es zu Verzögerungen bei Ihrer Bestellung kommen. [...] Sollte es zu Verzögerungen kommen, informieren wir Sie automatisch per E-Mail."" Gab wohl nur keine Mail, bzw Aktualisierung des Lieferdatums.",101784,@138295 Haben dir meine Kollegen vom Kundenservice etwas mehr dazu sagen können? ^AM,2017-11-29T09:49:00Z,AmazonHelp
101779,101783,"@AmazonHelp Den Chat gibt es gerade wohl nicht und das Telefonieren gestaltet sich momentan etwas schwierig, also hab ich es nachdem ich den Hinweis gelesen habe auch nicht weiter probiert.",101782,"@138295 Wenn du Zeit für ein kleines Telefonat hast, dann ruf uns doch einfach an. Wir sind bis 24:00 Uhr zu erreichen. Natürlich kannst du uns auch eine E-Mail schreiben. ^AM",2017-11-29T09:55:00Z,AmazonHelp
